prod_name,hash_name,res
동구밭 순면100% 비누 세안망 거품망 버블망 제로웨이스트,비누망,201
동구밭 주방용 설거지 대형수세미 제로웨이스트 샵 플라스틱프리 천연 비누,수세미,500
동구밭 주방용 설거지 수세미 제로웨이스트 샵 플라스틱프리,수세미,500
동구밭 종이 쇼핑백(소),쇼핑백,201
동구밭 생분해 삼베 비누망,비누망,201
동구밭 친환경 곤약스펀지 얼굴 세안용,-,404
동구밭 시그니처 비누 받침대,비누받침,201
동구밭 스테인리스 다용도 고리 주방 현관 S자 후크 치약집게 캠핑 제로웨이스트,집게,201
목화송이 무형광 면손수건,수건,201
에코어스 소창행주,행주,201
동구밭 친환경 사이잘삼 비누망,비누망,201
동구밭 친환경 곤약스펀지 거품샤워타올,샤워타올,201
목화송이 텀블러 파우치,파우치,201
동구밭 스테인리스 다용도 고리 4개입,집게,201
동구밭 규조토 비누받침대 트레이 욕실 세면대 무지 세라믹 물빠짐 제로웨이스트 천연 비누,비누받침,201
올가 미니 수납 바스켓 세트,바스켓,201
에코어스 생리대 2종,-,404
올가 미니 바스켓,바스켓,201
올가 바스켓 3종,바스켓,201
에코어스 팬티 라이너,-,404
클래식 스몰 월경컵,월경컵,404
쇼티 스몰 월경컵,월경컵,404
티읕 콘돔 리얼센세이션 12개입,콘돔,404
링 타이니 월경컵,월경컵,404
쇼티 타이니 월경컵,월경컵,404
지구살림 고체세탁세제 280g,세탁세제,201
오가닉 캑터스 젤 120ml,-,404
올바른 샴푸바 쿨링용 120g,샴푸바,201
클래식 라지 월경컵,월경컵,404
올바른 샴푸바 지성용 120g,샴푸바,201
쇼티 라지 월경컵,월경컵,404
올바른 린스바 120g,린스바,201
지구살림 고체섬유유연제 280g,섬융유연제,404
올바른 샴푸바 중건성용 120g,샴푸바,201
가꿈비누 오이가지 100g,비누,201
올바른 트리트먼트바 120g,트리트먼트바,201
가꿈비누 상추 100g,비누,201
"초보자도 쉬운 생리컵, 티읕컵",생리컵,404
달품집,-,404
Vol.4,-,404
올바른 설거지 워싱바 2종,워싱바,404
천연 삼베 행주 겸 보자기,행주,201
천연 삼베 수세미 1개입 3종,수세미,201
소중한 컵 2종 6colors,-,404
마루 대나무 칫솔 스탠다드 2종,칫솔,500
규조토 칫솔꽂이 2colors,칫솔꽂이,404
가꿈비누 페퍼민트 100g,비누,201
가꿈비누 케일 100g,비누,201
가꿈비누 바질 100g,비누,201
오비츠 자일리톨 고체치약 틴케이스 2colors,치약,201
CXP 소형 칫솔 2종 5colors,칫솔,500
올바른 샴푸바 민감용 120g,샴푸바,201
대나무 칫솔 케이스,칫솔,500
마루 키즈 대나무 칫솔,칫솔,500
혀클리너 5colors,혀클리너,201
페이스 앤 바디바 레몬그라스 120g,바디바,201
시리얼 보울 470ml 3종,시리얼,404
소담 텀블러 2colors,텀블러,201
든든한 컵 6colors,컵,201
오목이 비누받침 3colors,비누받침,201
마루 치약 120g 2종,치약,201
제로웨이스트 욕실 트래블러키트,키트,404
올바른 강아지 비누 100g,비누,201
티읕 무화과 청결제 198ml,청결제,404
티읕 청결티슈 15매입,청결티슈,201
올바른 바디로션바 시어버터 100g,바디로션바,201
에어필 비건 워터 틴트 5colors,틴트,201
쉼 파우더 비건 팩트 2colors,팩트,201
올바른 친환경 세탁비누 200g,세탁비누,201
천연 삼베 망사 에코백,에코백,404
아이폰 13 케이스 3colors,폰케이스,404
친환경 삼베실 2호,삼베실,404
친환경 삼베실 3호,삼베실,404
친환경 삼베실 6호,삼베실,404
친환경 삼베실 5호,삼베실,404
친환경 삼베실 1호,삼베실,404
Vol.7,-,404
Vol.2,-,404
Vol.5,-,404
우드 스푼,스푼,201
천연 수세미 대형,수세미,201
천연 수세미 기본형,수세미,201
실리콘 빕 5colors,빕,404
천연 삼베 수세미 3개입 3종,수세미,201
친환경 삼베 커피필터 2개입,커피필터,404
팔목라인 고무장갑 5colors,고무장갑,201
타블렛 식기세척기세제 240g,식기세척기세제,201
규조토 비누 트레이,비누트레이,201
진피 설거지비누 120g,설거지비누,201
치약짜개,치약짜개,201
마루 대나무 칫솔 콤팩트 2종,칫솔,500
키즈 대나무 칫솔 케이스,칫솔케이스,500
스테인리스 혀클리너,혀클리너,201
마루 치약 불소 휴대용 30g,치약,201
마루 키즈 치약 75g 2종,치약,201
착 칫솔걸이 4colors,칫솔케이스,404
치실,치실,500
오비츠 자일리톨 고체치약 4종,치약,201
올바른 바디스크럽바 씨솔트 100g,바디스크럽바,404
올바른 샴푸바 건성용 120g,샴푸바,201
유기농 순면 비누 거품망,거품망,201
나주 인디고 비건 샴푸바 100g,샴푸바,201
베러 댄 리퀴드 여행용 키트 60g,킼트,404
와플 삼베 바스타올,바스타올,201
와플 삼베 세면타올,세면타올,201
삼베 스크럽타올,스크럽타올,201
삼베 세안타올,세면타올,201
삼베 샤워타올,샤워타올,201
삼베 스포츠타올,스포츠타올,201
고체치약 2종,치약,201
CXP 칫솔 거치대,칫솔케이스,404
야호 농축가글 45ml,가글,404
파프리카 세안비누 120g,세안비누,201
어성초 세안비누 120g,세안비누,201
오트밀 스크럽 세안비누 120g,세안비누,201
델루나 고양이 강아지 이불 2종 3colors,펫이불,201
제주 동백꽃 노즈워크 장난감,장난감,404
내추럴 린넨 목욕망,목욕망,500
캐롯 워터리스 풋클렌저 150ml,풋클렌저,201
캐롯 수딩 풋크림 50ml,풋크림,201
캐롯 워터리스 풋클렌저 리필팩 300ml,풋클렌저,201
내추럴 코튼 타올,타올,404
반려견 드라이 타올 가운,펫타올,404
반려견 드라이 타올 장갑,펫타올,404
반려견 돌돌말이 방석,펫방석,404
뱀부 토들러 기프트 세트 5colors,세트,404
제로웨이스트 욕실 스타터키트,키트,404
에어팟 케이스 3colors,폰케이스,404
친환경 삼베실 4호,-,404
Vol.6,-,404
Vol.3,-,404
브랜드북,-,404
아이폰 14 케이스 3colors,퐁케이스,404
뱀부 컵 5colors,컵,201
뱀부 시피 컵뚜껑 5colors,컵뚜껑,404
뱀부 베이비 기프트 세트 5colors,세트,404
뱀부 플레이트 5colors,플레이트,404
뱀부 보울 5colors,플레이트,404
뱀부 커틀러리 세트 5colors,수저,201
비건 그래놀라 선물세트,세트,404
제로웨이스트 주방 스타터키트,키트,404
가볍게 그릇,플레이트,404
가볍게 그릇 30개입 3colors,플레이트,404
소소한 컵 2종 5colors,컵,201
설거지 워싱바 녹차 100g,설거지워싱바,404
자초 설거지비누 120g,비누,201
CXP 대형 칫솔 2종 5colors,칫솔,500
산뜻이 치실 세트 2colors,치실,201
진주 세안비누 120g,비누,201
델루나 고양이 강아지 베개 2종,펫베개,201
제주 벚꽃 노즈워크 장난감,장난감,404
캐롯 내추럴 샴푸바 100g,샴푸바,201
반려인 커플 나이트 가운,가운,201
반려견 커플 나이트 가운,가운,201
반려견 드라이 와플 가운 2colors,가운,201
반려견 2단 쿠션 베드 2colors,펫베드,404
리사이클 펫 케이프 후드 6colors,-,404
반려시선 강아지 샴푸바 100g,샴푸바,201
반려시선 고양이 샴푸바 100g,샴푸바,201
목재볼펜세트 2개입,볼펜,404
뱀부 베이비 스푼 세트 2종,수저,201
링 스몰 월경컵,월경컵,404
링 라지 월경컵,월경컵,404
장성 피톤 탑투토 비건 워시바 100g,워시바,404
퀵젤펜,-,404
고무장갑 팔목라인,고무장갑,201
설거지비누 450g,주방세제,201
주방비누 3개,주방세제,201
접이식 실리콘 런치박스,-,404
주방비누,주방세제,201
실리콘비누받침,비누받침,500
실리콘 지퍼백,지퍼백,201
과일 채소 세척솔,세척솔,201
나무 커트러리 세트,수저,201
천연 통 수세미,수세미,201
실리콘 하모니 사각 6구 아이스 몰드,얼음틀,201
컬러 나무 수저세트 S,수저,201
천연물방울수세미(3개입),수세미,201
스테인레스 집게 걸이,집게걸이,500
구리수세미 (3개입),수세미,201
천연물방울수세미,수세미,201
삼베 행주,행주,201
소프넛,-,500
소창 삼각 티백,티백,500
S자 고리,-,500
나무 티스푼,티스푼,500
지구샵 유기농 수건 핸드타월,핸드타월,500
팬용 세척솔,세척솔,201
나무 수저받침,수저받침,201
라탄 컵받침,컵받침,500
나무 집게,집게,201
나무 요리 젓가락,젓가락,201
나무 뒤집개,뒤집개,201
나무 요리 주걱 (동글이),주걱,201
나무 요리 주걱 (길쭉이),주걱,201
나무 국자,국자,201
나무 주걱,주걱,201
소창 티백,티백,500
식기세척기 태블릿세제(60정입),세제,201
실리콘랩 세트,-,404
접이식 실리콘 런치박스 세트,-,404
키친클로스(체크),-,500
키친클로스(줄무늬),-,500
실리콘하모니 후라이팬 뚜껑 (30cm),후라이팬뚜껑,201
실리콘 하모니 사각 만능찜기,-,404
손편한 앞접시세트(5개입),-,404
유기농배색그물장바구니,장바구니,500
설거지비누 150g,주방세제,201
유기농 핸드타월 (1매),핸드타월,500
유기농 핸드타월 (7매),핸드타월,500
실리콘 클립형 도마 (중),도마,201
실리콘 접이식 휴대컵,컵,201
키친클로스 테이블매트 (스티치),-,500
나무 티포크,포크,500
나무 버터나이프,나이프,500
나무 수저세트,-,404
실리콘 지퍼백 세트,지퍼백,201
재사용 플라스틱 밀봉클립,밀봉클립,201
캠핑 트래블러 파우치 세트,-,404
보틀 세척솔,세척솔,500
밀랍랩 DIY키트 (교육/체험용),-,500
밀랍랩 비기너세트,-,404
마일드고체치약 (저불소자몽향) 150정입,치약,201
오리지널고체치약 450정입,치약,201
지구샵 대나무칫솔,칫솔,500
혀클리너,혀클리너,500
대나무칫솔 납작이 (10개),칫솔,500
실리콘칫솔뚜껑,칫솔뚜껑칫솔,404
작은모칫솔,칫솔,500
생분해성 샤워퍼프,샤워타올,201
스트롱고체치약 (쿨민트향) 450정입,치약,201
작은모칫솔세트(5개입),칫솔,500
그린클린 치약 100g,치약,201
구절초 수분 진정 클렌징바,클렌징폼,201
그린클린 치실 (30m),치실,201
실리콘비누받침,비누받침,500
오리지널 컨디셔너바,린스바,201
스트롱고체치약 (쿨민트향) 30정입,치약,201
온몸비누 선물세트,-,404
생분해성 샤워타월,샤워타올,201
스트롱고체치약 (쿨민트향) 150정입,치약,201
온몸비누(자몽) 미니 20g,바디워시,201
튜브짜개,치약짜개,500
올바른 샴푸바 쿨링용,샴푸,201
올바른 트리트먼트바,린스,404
올바른 린스바,린스,404
재사용 플라스틱 알약커팅기,-,500
그린클린 칫솔 (키즈),칫솔,500
올바른 샴푸바 지성용,샴푸,201
스테인레스 집게 걸이,집게걸이,500
지구샵 제로라이프 고체치약,치약,500
그린클린 칫솔 (일반),칫솔,500
소프넛,-,500
나주 샴푸바,샴푸,201
약산성 5.5 샴푸바,샴푸,201
현무암 비누받침,비누받침,201
온몸비누 (자몽) 100g,바디워시,201
올바른 아기비누 알로에,바디워시,201
S자 고리,-,500
면 화장솜 (4매입),화장솜,500
칫솔파우치,파우치,500
네버드라이 페이셜바,페이셜비누,201
스테인레스칫솔걸이,칫솔걸이,201
삼베 샤워타월,샤워타올,201
그린클린 칫솔 (울트라소프트),칫솔,500
지구샵 제로라이프 고체치약,치약,500
마일드고체치약 (저불소자몽향) 30정입,치약,201
올바른 거품 입욕제,입욕제,500
멜팅마일리 리필(60g),-,500
솔츠 리추얼 마사지 클렌징바,클렌징폼,201
로즈마리 헤어 씨크닝 컨디셔너바 115g,린스,404
로즈마리 스칼프 스케일링 샴푸바 135g,샴푸,201
티트리 밸런싱 클렌징바 110g,클렌징폼,201
대나무칫솔 납작이,칫솔,500
유리 디스펜서 용기 300ml,용기,500
재활용 페트 용기 500ml,용기,500
칫솔&혀클리너 세트,-,404
산뜻이 치실,치실,201
베러댄리퀴드 여행용 비누 키트,-,404
지구샵 대나무칫솔,칫솔,500
오오클렌징바,클렌징폼,500
노세범 샴푸바 (지성용),샴푸,201
지구샵 제로라이프 고체치약,치약,500
픽시할로우 올인원바 (한방),비누,201
제주 시카 클렌징볼,폼클렌징,201
마일드고체치약 (저불소자몽향) 450정입,치약,201
칫솔꽂이,칫솔꽂이,404
맥칼린 풀마이크로 오리지널솝,비누,201
올바른 샴푸바 중건성용 100g,샴푸,201
그린클린 체인지 칫솔 리필헤드 (2개입),-,404
그린클린 체인지 칫솔,칫솔,500
지구샵 유기농 수건 핸드타월,핸드타월,500
네버우드 클렌징바 (참숯병풀),폼클렌징,201
유기농 수건 (7매),수건,500
유기농 수건 (1매),수건,500
재활용 페트 용기 200ml,-,500
월경컵,-,404
유기농 생리대(롱라이너) 20개입 x 4팩 번들,-,404
유기농 생리대 (롱라이너) 20개입,-,404
과탄산소다 세탁비누,세탁세제,500
유기농 생리대 (슈퍼롱) 6개입,-,404
유기농 생리대 (대형) 10개입 x 4팩 번들,-,404
오오클렌징바,클렌징폼,500
유기농 생리대 (중형) 12개입 x 4팩 번들,-,404
유기농 생리대 (대형) 10개입,-,404
유기농 생리대 (중형) 12개입,-,404
유기농 이지 탐폰 (라이트),-,404
유기농 이지 탐폰 (레귤러),-,404
유기농 이지 탐폰 (슈퍼),-,404
밀키파우치 업사이클링 DIY키트,-,404
밀키프레임 업사이클링 DIY키트,-,404
해봄수반,-,404
공정무역 교육키트 (티코스터 자수),-,404
밀키큐브 업사이클링 DIY키트,-,404
밀키바통 업사이클링 DIY키트,-,404
공정무역 교육키트 (싸바이디),-,404
밀랍랩 DIY키트 (교육/체험용),-,500
밀키카드집 업사이클링 DIY키트,-,404
업사이클 멜라민 화분 세트,-,404
스테인레스 빨대,빨대,201
유기농빨대파우치,파우치,500
빨대세척솔,세척솔,201
실리콘빨대 (20cm),빨대,201
실리콘빨대 (24cm),빨대,201
소창 삼각 티백,티백,500
빨대 파우치,파우치,201
버블티용 내열유리빨대,빨대,201
나무 티스푼,티스푼,500
라탄 컵받침,컵받침,500
유리빨대,빨대,201
소창 티백,티백,500
개방형 실리콘빨대 (일반용),빨대,201
개방형 실리콘빨대 (버블티용),빨대,201
키친클로스(체크),-,500
키친클로스(줄무늬),-,500
허스키컵 싱글유닛 8온스,컵,201
허스키컵 싱글유닛 12온스,컵,201
나무 티포크,포크,500
나무 버터나이프,나이프,500
보틀 (590ml),텀블러,201
보틀 세척솔,세척솔,500
풀빨대 (50개입),빨대,201
반려동물 츄르 (8개입),-,404
미니 에코백,에코백,500
생분해성 배변봉투 (120매입),배변봉투,201
강아지SOS 멀티밤,-,404
강아지 발바닥 보호밤,-,404
내추럴 린넨 목욕망,-,500
캐롯 내추럴 반려동물 샴푸바,반려동물샴푸,201
동백꽃 노즈워크 장난감,반려동물장난감,201
올바른 강아지 천연비누,반려동물비누,201
생분해 에코 풉백 (90매),배변봉투,201
다회용 배변패드,배변패드,201
아끼링 ver.2,-,500
카라비너,-,500
프로바이오틱스 원 395,-,404
생분해성 화장솜 (400매입),화장솜,201
오리진밤 (멀티밤),크림,201
면 화장솜 (4매입),화장솜,500
매직 뷰티 슈룸 에센스,에센스,201
퍼퓸밤 (디어프리지아),향수,201
퍼퓸밤 (이그제틱부쉬),향수,201
퍼퓸밤 (멜로우가든),향수,201
비건 립밤,립밤,201
올바른 거품 입욕제,입욕제,500
멜팅마일리 리필(60g),-,500
유리 디스펜서 용기 300ml,-,500
재활용 페트 용기 500ml,-,500
데일리 톤업 비건 썬스크린,썬크림,201
샌달우드 오일세럼,세럼,201
퍼퓸밤 (솝센트),향수,201
재활용 페트 용기 200ml,-,500
제로캐릭터엽서,엽서,201
제로웨이스트 패션 스티커팩,스티커,201
THERE IS NO PLANET B 포스터,포스터,201
비목재 메모패드 (메모),메모패드,201
비목재 메모패드 (필환경시대),메모패드,201
비목재 메모패드 (플로깅데이),메모패드,201
제로웨이스트치어링스티커팩,-,404
라운드 파우치,파우치,500
필통,필통,500
강릉 커피 연필,연필,201
미니 펜슬 케이스,-,500
크리스마스 키링,-,500
신입사원 웰컴키트,-,404
LP판 업사이클링 레코드노트 드로잉북 (무선),-,404
LP판 업사이클링 레코드노트 미디엄 (유선),-,404
LP판 업사이클링 레코드노트 스크랩북 (유선+무선),-,404
비목재 메모패드 (베지테리언),메모패드,201
고체 세탁세제,세제,201
잘떼쓰틱,-,404
유기농빨대파우치,파우치,500
고체 섬유유연제,섬유유연제,201
튜브짜개,튜브짜개,500
재사용 플라스틱 알약커팅기,-,500
스테인레스 집게 걸이,집게걸이,500
휴대용 면휴지 (4매입),휴지,201
인센스튜브,인센스,404
S자 고리,-,500
칫솔파우치,파우치,500
유기농그물주머니,-,404
지구샵 유기농 수건 핸드타월,핸드타올,500
미니 에코백,에코백,500
인센스 스틱,인센스,404
어흥밤 화이트 (아로마밤),향수,201
인센스 홀더,인센스홀더,201
리필용 면휴지 (5매),휴지,201
과탄산소다 세탁비누,세탁세제,500
라운드 파우치,파우치,500
필통,필통,500
키친클로스(체크),행주,500
키친클로스(줄무늬),행주,500
유기농 코튼 면봉,면봉,201
유기농배색그물장바구니,쇼핑백,500
유기농 핸드타월 (1매),수건,500
유기농 핸드타월 (7매),수건,500
미니 호보백,쇼핑백,201
스크런치,-,404
미니 펜슬 케이스,필기도구,500
키친클로스 테이블매트 (스티치),-,500
휴의 팔로산토 Gift set,-,404
크리스마스 키링,-,500
유리 디스펜서 용기 300ml,용기,500
재활용 페트 용기 500ml,용기,500
험블 대나무 면봉,면봉,201
험블 치실픽,치실,201
인센스로프,-,404
토트백,쇼핑백,201
아끼링 ver.2,-,500
카라비너,-,500
병뚜껑 아크릴 수거함,-,404
지구샵 유기농 수건 핸드타월,수건,500
유기농 수건 (7매),수건,500
유기농 수건 (1매),수건,500
재활용 페트 용기 200ml,용기,500
